country,keyword,search_volume,cpc,competition_level,source,difficulty
es,pedir cita catastro,210,0,LOW,w10,
es,como pagar multa,210,3.21,LOW,w10,
pt,terremoto hoje portugal,210,0,LOW,w10,
pt,praia de odeceixe mar portugal,210,0,LOW,w10,
pt,turismo de portugal ip,210,0,LOW,w10,
pt,mapa dos castelos de portugal,210,0,LOW,w10,
pt,relevo de portugal,210,0,LOW,w10,
pt,castelo branco portugal mapa,210,0,LOW,w10,
pt,minho portugal mapa,210,0.07,LOW,w10,
pt,mapa vento portugal,210,0,LOW,w10,
pt,mapa madeira portugal,210,0.13,LOW,w10,
pt,sintra mapa portugal,210,0.41,LOW,w10,
pt,mapa político portugal,210,0.06,LOW,w10,
pt,mapa estradas nacionais portugal,210,0,LOW,w10,
pt,pelos caminhos de portugal,210,0,LOW,w10,
pt,castelo branco mapa portugal,210,0,LOW,w10,
pt,codigo de estrada portugal,210,0.08,LOW,w10,
pt,termas no norte de portugal,210,0.36,LOW,w10,
pt,todos os rios de portugal mapa,210,0,LOW,w10,
pt,mapa portugal fatima,210,0,LOW,w10,
pt,mapa litio portugal,210,0,LOW,w10,
pt,lagos mapa portugal,210,0,LOW,w10,
pt,mapa lagos portugal,210,0,LOW,w10,
pt,comporta portugal map,210,0,LOW,w10,
pt,mapa ventos portugal,210,0,LOW,w10,
pt,quantos km tem portugal de norte a sul,210,0,LOW,w10,
pt,peniche mapa portugal,210,0,LOW,w10,
pt,estremadura portugal mapa,210,0,LOW,w10,
pt,maior túnel de portugal,210,0,LOW,w10,
pt,estradas de portugal contacto,210,0,LOW,w10,
pt,estradas de portugal contactos,210,0,LOW,w10,
pt,contactos estradas de portugal,210,0,LOW,w10,
pt,edifícios mais altos de portugal,210,0,LOW,w10,
pt,tras os montes portugal mapa,210,0,LOW,w10,
pt,mapa de lítio em portugal,210,0,LOW,w10,
pt,aldeias históricas de portugal mapa,210,0,LOW,w10,
pt,pontes mais altas de portugal,210,0,LOW,w10,
pt,trás-os-montes portugal mapa,210,0,LOW,w10,
pt,mapa das aldeias históricas de portugal,210,0,LOW,w10,
pt,mapa de portugal tamanho grande para imprimir,210,0.02,LOW,w10,
pt,poke house lisboa,210,0.29,LOW,w10,
pt,idealista arrendar lisboa,210,0.34,LOW,w10,
pt,garagem para alugar lisboa,210,0.96,MEDIUM,w10,
pt,garagem alugar lisboa,210,0.96,MEDIUM,w10,
pt,casa do croissant alta de lisboa,210,0,LOW,w10,
pt,motas em lisboa,210,0.21,LOW,w10,
pt,casa brasil lisboa,210,0,LOW,w10,
pt,alugar moto em lisboa,210,0.45,MEDIUM,w10,
pt,vendo apartamento em lisboa,210,0.14,MEDIUM,w10,
pt,casas de fados lisboa preços,210,0.39,MEDIUM,w10,
pt,casas com piscina para alugar lisboa,210,0.35,MEDIUM,w10,
pt,casa com piscina para alugar lisboa,210,0.35,MEDIUM,w10,
pt,t0 lisboa arrendar 500€,210,0.17,LOW,w10,
pt,alugar loja lisboa,210,0.13,LOW,w10,
pt,t2 para venda em lisboa,210,0.26,MEDIUM,w10,
pt,t1 lisboa arrendar 700€,210,0.11,LOW,w10,
pt,t1 lisboa arrendar 300 €,210,0.23,LOW,w10,
pt,t1 lisboa arrendar 300€,210,0.23,LOW,w10,
pt,t1 lisboa arrendar 700 €,210,0.11,LOW,w10,
pt,casas de fado em lisboa preços,210,0.39,MEDIUM,w10,
pt,cruzeiros de lisboa,210,0.68,MEDIUM,w10,
es,seguro moto enduro,210,5.31,MEDIUM,w10,
es,pont grup seguro moto,210,2.18,MEDIUM,w10,
es,a2 motos,210,0.29,LOW,w10,
es,rst moto,210,0.19,HIGH,w10,
es,moto con airbag,210,0.05,MEDIUM,w10,
es,moto export,210,0,LOW,w10,
es,maletero moto,210,0.35,HIGH,w10,
es,moto usada,210,0.18,MEDIUM,w10,
es,numero de bastidor moto,210,0.34,LOW,w10,
es,piton para moto,210,0.11,HIGH,w10,
es,prestamo moto,210,2.25,MEDIUM,w10,
es,moto can am precio,210,0.24,LOW,w10,
es,moto can-am precio,210,0.24,LOW,w10,
es,desmontables moto,210,0.26,HIGH,w10,
es,moto hanway,210,0,LOW,w10,
es,moto 2t,210,0.02,LOW,w10,
es,martin moto,210,0.2,HIGH,w10,
es,reposapies moto,210,0.17,HIGH,w10,
es,yz moto,210,0.02,LOW,w10,
es,abs moto,210,0.16,LOW,w10,
es,una moto es un automovil,210,0,LOW,w10,
es,moto enduro barata,210,0.15,LOW,w10,
es,moto motor molina,210,0,LOW,w10,
es,moto sevilla amate,210,3.32,LOW,w10,
es,moto electrica bebe,210,0.22,HIGH,w10,
es,tope anticaida moto,210,0.18,HIGH,w10,
es,moto sport juani,210,0,LOW,w10,
es,cat moto,210,0.18,MEDIUM,w10,
es,farrus moto,210,0,LOW,w10,
es,gas moto,210,0,LOW,w10,
es,jkl moto,210,0,LOW,w10,
es,moto offroad,210,0.06,LOW,w10,
es,kits moto,210,0.27,MEDIUM,w10,
es,bagger moto,210,0.54,LOW,w10,
es,kit moto,210,0.27,MEDIUM,w10,
es,moto gasolina,210,0.39,HIGH,w10,
es,mobylette moto,210,0,LOW,w10,
es,moto y2k,210,0,LOW,w10,
es,tráfico m30,210,0,LOW,w10,
es,consulta puntos tráfico,210,0,LOW,w10,
es,accidentes de tráfico madrid,210,0,LOW,w10,
es,teléfono información de tráfico,210,1.02,LOW,w10,
es,accidentes de tráfico en madrid,210,0,LOW,w10,
es,teléfono de información de tráfico,210,1.02,LOW,w10,
es,dirección general de tráfico fotos,210,0,LOW,w10,
es,oficinas de la dirección general de tráfico,210,1.13,LOW,w10,
es,nuevas señales de tráfico 2026,210,0,LOW,w10,
es,jefatura central de tráfico madrid,210,1.07,LOW,w10,
es,teléfono tráfico madrid,210,1.25,LOW,w10,
es,cita tráfico toledo,210,0,LOW,w10,
es,cita tráfico las palmas,210,0,LOW,w10,
es,jefatura de tráfico elche,210,0,LOW,w10,
es,cortes tráfico vigo hoy,210,0,LOW,w10,
es,sanciones de tráfico,210,2.55,LOW,w10,
es,examen de tráfico,210,1.38,LOW,w10,
es,oposiciones examinador tráfico,210,1.42,LOW,w10,
es,prescripción multas tráfico,210,0.82,LOW,w10,
es,multas de tráfico por velocidad,210,1.84,LOW,w10,
es,gestoría tráfico cerca de mi,210,0.7,LOW,w10,
es,dirección general de tráfico dgt calle de josefa valcárcel madrid,210,0.13,LOW,w10,
es,que coches no pueden entrar en barcelona,210,0.02,LOW,w10,
es,como entrar gnula,210,0,LOW,w10,
es,que se necesita para entrar en gibraltar,210,0,LOW,w10,
es,que coches pueden entrar a madrid,210,0.06,LOW,w10,
es,qué coches pueden entrar a madrid,210,0.06,LOW,w10,
es,pueden entrar perros en el corte ingles,210,0,LOW,w10,
es,qué se necesita para entrar en gibraltar,210,0,LOW,w10,
es,pueden entrar perros en el corte inglés,210,0,LOW,w10,
es,último país en entrar en la unión europea,210,0,LOW,w10,
es,como saber si mi coche puede entrar en bilbao,210,0,LOW,w10,
es,correo telefónica net entrar,210,0,LOW,w10,
es,duolingo entrar,210,1.04,LOW,w10,
es,correo live entrar,210,0,LOW,w10,
es,docs google entrar,210,0,LOW,w10,
es,tuenti entrar,210,0,LOW,w10,
es,entrar blogger,210,4.7,LOW,w10,
es,bwin.es entrar,210,0,LOW,w10,
es,entrar blog,210,4.7,LOW,w10,
es,entrar correo live,210,0,LOW,w10,
es,hotmail iniciar sesión entrar,210,0,LOW,w10,
es,entrar badoo con facebook,210,0,LOW,w10,
es,badoo entrar con facebook,210,0,LOW,w10,
es,badoo con facebook entrar,210,0,LOW,w10,
es,horarios cercanías san sebastián,210,0,LOW,w10,
es,horarios renfe aranjuez madrid,210,0.45,LOW,w10,
es,horario cercanías san sebastián,210,0,LOW,w10,
es,línea c3 renfe madrid horarios,210,0,LOW,w10,
es,cercanías cádiz horarios,210,0,LOW,w10,
es,trenes madrid aranjuez horarios,210,0.18,LOW,w10,
es,renfe aranjuez madrid horarios,210,0.45,LOW,w10,
es,trenes cádiz madrid horarios,210,0.11,LOW,w10,
es,horario renfe madrid aranjuez,210,0.45,LOW,w10,
es,horario renfe aranjuez madrid,210,0.45,LOW,w10,
es,trenes madrid santander horarios y precios renfe,210,0.23,LOW,w10,
es,trenes madrid-santander horarios y precios renfe,210,0.23,LOW,w10,
es,cercedilla madrid renfe,210,0.37,LOW,w10,
es,madrid cercedilla renfe,210,0.37,LOW,w10,
es,alvia madrid-cádiz paradas,210,0,LOW,w10,
es,horarios renfe valladolid madrid,210,0.11,LOW,w10,
es,renfe oviedo madrid horarios,210,0.11,LOW,w10,
es,horario trenes madrid huelva,210,0.2,LOW,w10,
es,línea c1 cercanías madrid,210,0,LOW,w10,
es,renfe cercanías málaga horarios 2025,210,0,LOW,w10,
es,horarios trenes de cercanías sevilla c1 2026,210,0,LOW,w10,
es,renfe madrid-almería horarios y precios,210,0.19,LOW,w10,
es,renfe madrid almería horarios y precios,210,0.19,LOW,w10,
es,trenes madrid torrijos renfe,210,0.38,LOW,w10,
es,trenes torrijos madrid renfe,210,0.38,LOW,w10,
pt,hotfive porto,210,0.17,LOW,w10,
pt,coliving porto,210,1.65,MEDIUM,w10,
pt,ribs porto,210,0.26,LOW,w10,
pt,porto velhotes,210,0.06,MEDIUM,w10,
pt,atletismo porto,210,0,LOW,w10,
pt,perfumarias porto,210,0.42,HIGH,w10,
pt,espiga porto,210,0,LOW,w10,
pt,cruzeiro 6 pontes porto,210,0.94,MEDIUM,w10,
pt,babysitter porto,210,0.54,MEDIUM,w10,
pt,mirajazz porto,210,0.46,LOW,w10,
pt,associações porto,210,0,LOW,w10,
pt,iasfa porto,210,0,LOW,w10,
pt,auditorio porto,210,1.54,LOW,w10,
pt,auditórios porto,210,1.54,LOW,w10,
pt,cruzeiro das 6 pontes porto,210,0.94,MEDIUM,w10,
pt,parquimetro porto,210,0.68,LOW,w10,
pt,togas porto,210,0,LOW,w10,
pt,lares porto,210,0.86,MEDIUM,w10,
pt,brecho porto,210,0.61,LOW,w10,
pt,catim porto,210,0,LOW,w10,
pt,avançados porto,210,0,LOW,w10,
pt,avancados porto,210,0,LOW,w10,
pt,rfm porto,210,0,LOW,w10,
pt,tatouage porto,210,0.56,MEDIUM,w10,
pt,cbe porto,210,0,LOW,w10,
pt,distância aveiro porto,210,0,LOW,w10,
pt,snqtb ópticas porto,210,0.57,LOW,w10,
pt,conhecer o porto,210,0.14,HIGH,w10,
es,madrid sin peaje,210,0.03,LOW,w10,
es,peaje vigo oporto,210,0,LOW,w10,
es,peaje oporto vigo,210,0,LOW,w10,
es,peaje bilbao burgos,210,0,LOW,w10,
es,estado carreteras valencia hoy,210,0,LOW,w10,
es,pinto madrid como llegar,210,0,LOW,w10,
es,el viso madrid mapa,210,0,LOW,w10,
es,pío xii madrid como llegar,210,0,LOW,w10,
es,teatro lope de vega madrid mapa,210,1.55,LOW,w10,
es,barrio del pilar madrid mapa,210,0,LOW,w10,
es,plano ifema madrid,210,0,LOW,w10,
es,madrid sin peajes,210,0.03,LOW,w10,
es,mapa madrid retiro,210,0,LOW,w10,
es,mapa calles cortadas valencia hoy,210,0,LOW,w10,
es,https csv madrid es,210,27.46,LOW,w10,
es,getafe madrid como llegar,210,0,LOW,w10,
es,excursiones a segovia desde madrid,210,1.26,MEDIUM,w10,
es,calle de castelló 128 madrid,210,0,LOW,w10,
es,plaza del ángel madrid mapa,210,0,LOW,w10,
es,plaza de la reina valencia google maps,210,0,LOW,w10,
es,linea-9 metro madrid plano,210,0,LOW,w10,
es,mapa plaza santa ana madrid,210,0,LOW,w10,
es,mapa comunidad de madrid carreteras,210,0,LOW,w10,
es,comisaria maritimo calle ernesto anastasio 60 valencia,210,0,LOW,w10,
es,estación avenida de américa madrid,210,0.08,LOW,w10,
es,mapa de metro madrid 2026,210,0,LOW,w10,
es,zona fumadores t1 madrid mapa,210,0,LOW,w10,
es,plaza santa ana madrid mapa,210,0,LOW,w10,
es,calle de zurbano 76 madrid,210,0.07,LOW,w10,
es,pisos en ciudad lineal madrid,210,0.27,MEDIUM,w10,
pt,predios para venda lisboa,210,0.22,MEDIUM,w10,
pt,motos usadas porto,210,0.07,MEDIUM,w10,
pt,casas para venda porto covo,210,0.12,MEDIUM,w10,
pt,olx arrendamento porto,210,0.5,LOW,w10,
pt,arrendamento porto olx,210,0.5,LOW,w10,
pt,arrendar porto olx,210,0.5,LOW,w10,
pt,olx arrendar porto,210,0.5,LOW,w10,
pt,lojas para arrendar em braga,210,0.06,LOW,w10,
pt,carros usados porto particulares,210,0.14,MEDIUM,w10,
pt,carros usados particulares porto,210,0.14,MEDIUM,w10,
pt,mercado municipal do seixal,210,0,LOW,w10,
pt,porto mercado,210,0,LOW,w10,
pt,lojas de informática lisboa,210,0.77,MEDIUM,w10,
pt,lojas geox porto,210,1.4,HIGH,w10,
pt,lojas colombo lisboa,210,0.04,LOW,w10,
es,carnet joven descuento renfe,210,0,LOW,w10,
es,santander recuperar clave,210,0,LOW,w10,
es,woutick recuperar dinero,210,0,LOW,w10,
es,carnet familia numerosa andalucia,210,0,LOW,w10,
es,tarjeta carnet joven,210,1.73,LOW,w10,
es,descuentos carnet estudiante,210,0.51,LOW,w10,
es,carnet b precio,210,0.45,LOW,w10,
es,seguridad social carnet de jubilado,210,0,LOW,w10,
es,tasas carnet de conducir,210,0,LOW,w10,
es,ayuda para el carnet de conducir 2025,210,0,LOW,w10,
es,seguros para coches sin carnet,210,2.11,HIGH,w10,
es,carnet d precio,210,1.35,LOW,w10,
es,tasas dgt carnet b,210,0,LOW,w10,
es,carnet de coche precio,210,1.39,LOW,w10,
es,precio fotomatón fotos carnet,210,0,LOW,w10,
es,precio del carnet d,210,1.35,LOW,w10,
es,descuentos cine carnet joven,210,0.7,LOW,w10,
es,carnet jubilado comunidad de madrid,210,0,LOW,w10,
es,certificado médico carnet conducir precio,210,0.71,HIGH,w10,
es,carnet de jubilado comunidad de madrid,210,0,LOW,w10,
es,coche sin carnet segunda mano barato,210,0.2,HIGH,w10,
es,solicitar ayuda carnet de conducir 2025 andalucía,210,0,LOW,w10,
es,carnet b96 precio,210,1.56,LOW,w10,
es,precio carnet conducir,210,0.48,LOW,w10,
es,precio carnet b96,210,0.59,LOW,w10,
es,carnet conducir precio,210,0.48,LOW,w10,
es,carnet coche precio,210,0.58,LOW,w10,
es,precio carnet coche,210,0.58,LOW,w10,
es,venta coches sin carnet,210,0.21,HIGH,w10,
es,lefties recuperar ticket,210,0,LOW,w10,
es,giglon recuperar entradas,210,0,LOW,w10,
es,renovar carnet familia monoparental,210,0,LOW,w10,
es,carnet joven descuentos madrid,210,0,LOW,w10,
es,coche sin carnet financiado,210,0.84,HIGH,w10,
es,renovación carnet familia numerosa canarias,210,0,LOW,w10,
es,renovar carnet de conducir barato,210,0.63,HIGH,w10,
es,descuentos carnet joven comunidad valenciana,210,0.68,LOW,w10,
es,revisión médica carnet conducir precio,210,0.89,MEDIUM,w10,
es,revision medica carnet conducir precio,210,0.89,MEDIUM,w10,
es,cuanto cuesta el carnet de coche,210,0.64,LOW,w10,
es,cuanto cuesta un carnet de coche,210,0.64,LOW,w10,
es,cuánto cuesta el carnet de coche,210,0.64,LOW,w10,
es,cuanto vale renovar el carnet de identidad,210,0,LOW,w10,
es,subvenciones para sacarse el carnet de conducir,210,0,LOW,w10,
es,subvención para sacarse el carnet de conducir,210,0,LOW,w10,
es,solicitar carnet de pensionista comunidad de madrid,210,0,LOW,w10,
es,cuánto vale renovar el carnet de identidad,210,0,LOW,w10,
es,coches sin carnet particulares por 400 € en granada,210,0.11,LOW,w10,
es,coches sin carnet particulares por 400€ en granada,210,0.11,LOW,w10,
es,carga de vehículos eléctricos,210,0.09,LOW,w10,
es,carga de vehiculos electricos,210,0.09,LOW,w10,
es,carga vehículo eléctrico,210,0,MEDIUM,w10,
es,puntos de carga tesla,210,0.04,LOW,w10,
es,motos de agua tarifa,210,0.62,MEDIUM,w10,
es,motos de agua en tarifa,210,0.07,LOW,w10,
es,furgoneta de carga segunda mano,210,0.41,HIGH,w10,
es,moto infantil eléctrica,210,0.34,HIGH,w10,
es,codigo carga neumaticos,210,0.15,LOW,w10,
es,carruchas de carga,210,0.26,HIGH,w10,
es,código carga neumáticos,210,0.15,LOW,w10,
es,bicicletas yamaha eléctrica,210,0.28,HIGH,w10,
es,moto de enduro eléctrica,210,0.07,HIGH,w10,
es,carretilla de carga manual,210,0.41,HIGH,w10,
es,carretilla manual de carga,210,0.41,HIGH,w10,
es,carretillas de carga manual,210,0.41,HIGH,w10,
es,carretillas manuales de carga,210,0.41,HIGH,w10,
es,tarifa de primas,210,0,LOW,w10,
es,tarifa roca,210,0.45,LOW,w10,
pt,comboios famalicão porto,210,0.3,LOW,w10,
pt,linha laranja metro porto,210,0,LOW,w10,
pt,linha do sado,210,0,LOW,w10,
pt,onibus lisboa porto,210,1.29,MEDIUM,w10,
pt,metro linha verde hoje,210,0,LOW,w10,
pt,metro sao joao,210,0,LOW,w10,
pt,autocarro porto coimbra,210,0.5,MEDIUM,w10,
pt,metro mondego coimbra,210,0,LOW,w10,
pt,linha de cascais horarios,210,0,LOW,w10,
pt,a linha contínua nesta situação,210,0,LOW,w10,
pt,porto fatima autocarro,210,0.42,MEDIUM,w10,
pt,porto guimaraes comboio,210,0.54,LOW,w10,
pt,porto guimarães comboio,210,0.54,LOW,w10,
pt,bilhetes tondela porto,210,0.96,LOW,w10,
pt,terminal rodoviário porto,210,0,LOW,w10,
pt,bus porto vigo,210,0.58,MEDIUM,w10,
pt,porto vigo bus,210,0.58,MEDIUM,w10,
pt,horario comboio linha cascais,210,0,LOW,w10,
pt,linha de cascais horário,210,0,LOW,w10,
pt,linha de cascais horários,210,0,LOW,w10,
pt,horario comboios linha cascais,210,0,LOW,w10,
pt,perdidos e achados metro lisboa,210,0,LOW,w10,
pt,autocarro sao joao da madeira porto,210,0.86,LOW,w10,
pt,701 carris horário,210,0,LOW,w10,
pt,758 carris horário,210,0,LOW,w10,
pt,4705 carris horário,210,0,LOW,w10,
pt,711 carris horário,210,0,LOW,w10,
pt,759 carris horário,210,0,LOW,w10,
pt,horário est,210,0,LOW,w10,
pt,3508 horário,210,0,LOW,w10,
pt,704 horário,210,0,LOW,w10,
pt,carris metropolitana greve 11 dezembro,210,0,LOW,w10,
pt,708 carris percurso,210,0,LOW,w10,
pt,774 carris percurso,210,0,LOW,w10,
pt,744 carris percurso,210,0,LOW,w10,
pt,701 carris percurso,210,0,LOW,w10,
pt,fuso horário roma,210,0,LOW,w10,
pt,rio sul horário,210,0,LOW,w10,
pt,4512 setúbal horário,210,0.38,LOW,w10,
pt,autocarro 6 coina horário,210,0,LOW,w10,
pt,horário salvador,210,0,LOW,w10,
pt,horário pt,210,0,LOW,w10,
pt,3112 horário,210,0,LOW,w10,
pt,horário confissões,210,0,LOW,w10,
pt,tst horário,210,0,LOW,w10,
pt,603 horário,210,0,LOW,w10,
pt,moçambique horário,210,0,LOW,w10,
pt,strada horário,210,0,LOW,w10,
pt,728 horário,210,0,LOW,w10,
pt,horário itália,210,0,LOW,w10,
pt,horário 905,210,0,LOW,w10,
pt,horário 119,210,0,LOW,w10,
pt,horário 750,210,0,LOW,w10,
pt,horário 500,210,0,LOW,w10,
pt,horário 806,210,0,LOW,w10,
pt,maldivas horário,210,0,LOW,w10,
pt,horário 1212,210,0,LOW,w10,
pt,horário de,210,0,LOW,w10,
es,multidestinos vuelos,210,0.57,HIGH,w10,
es,vuelos loiu,210,0.76,LOW,w10,
es,vuelos multidestinos,210,0.57,HIGH,w10,
es,periodicos de bilbao,210,0,LOW,w10,
es,formacion bilbao,210,2.98,MEDIUM,w10,
es,proyectos bilbao,210,0,LOW,w10,
es,monitorear vuelos,210,0,LOW,w10,
es,monitoreo vuelos,210,0,LOW,w10,
es,proyectos en bilbao,210,0,LOW,w10,
es,agencia canteras alicante,210,0,LOW,w10,
es,primeros vuelos comerciales,210,0,LOW,w10,
es,consulta vuelos iberia,210,1.58,LOW,w10,
es,vuelos de air europa,210,0.5,MEDIUM,w10,
es,listado carrera profesional sas 2025,210,0,LOW,w10,
es,hoteles todo incluido cádiz,210,0.69,HIGH,w10,
es,escapadas costa brava,210,0.63,HIGH,w10,
es,hotel todo incluido andorra,210,0.55,HIGH,w10,
es,hotel puerto de barcelona,210,0.86,HIGH,w10,
es,hoteles todo incluido españa península,210,0.93,HIGH,w10,
es,vuelo valencia santorini,210,0.38,HIGH,w10,
es,hostal costa azul granada,210,0.91,HIGH,w10,
es,hotel costa tropical almuñecar,210,2.08,HIGH,w10,
es,san nicolas del puerto alojamiento,210,0.41,MEDIUM,w10,
es,santa marta hotel costa brava,210,0.73,HIGH,w10,
es,todo incluido portugal algarve,210,0.7,HIGH,w10,
es,costa este costa brava,210,0,LOW,w10,
es,puerto chipiona,210,0,LOW,w10,
es,vuelo valencia córdoba,210,0.19,MEDIUM,w10,
es,teleférico barcelona puerto,210,0.19,MEDIUM,w10,
es,puerto navacerrada hotel,210,0.48,HIGH,w10,
es,hoteles puerto alicante,210,1.11,HIGH,w10,
es,hotel la costa,210,1.12,MEDIUM,w10,
es,puerto de venecia zaragoza,210,0,LOW,w10,
es,casas asturias costa,210,0.04,MEDIUM,w10,
es,saranda puerto del rosario,210,0,LOW,w10,
es,avenida del puerto 3,210,0,LOW,w10,
es,clandestino puerto del rosario,210,0,LOW,w10,
es,teleférico del puerto barcelona,210,0.19,MEDIUM,w10,
es,hotel puerto santiago tenerife,210,0.51,HIGH,w10,
es,locutorio puerto del rosario,210,0.26,LOW,w10,
es,hotel beatriz puerto del carmen,210,0.52,HIGH,w10,
es,el tiempo: benalmádena costa,210,0,LOW,w10,
es,el tiempo benalmádena costa,210,0,LOW,w10,
es,puerto de venecia en zaragoza,210,0,LOW,w10,
es,puerto de la cruz que visitar,210,0.22,HIGH,w10,
es,alojamientos port de la selva,210,1.3,HIGH,w10,
es,port de la selva alojamiento,210,1.3,HIGH,w10,
es,alojamiento port de la selva,210,1.3,HIGH,w10,
es,hotel del mar puerto de santa maría,210,1.01,MEDIUM,w10,
es,alojamiento el port de la selva,210,1.3,HIGH,w10,
es,hotel del mar el puerto de santa maria,210,1.01,MEDIUM,w10,
es,hotel del mar el puerto de santa maría,210,1.06,MEDIUM,w10,
es,alojamiento en el port de la selva,210,1.3,HIGH,w10,
es,repsol promociones,210,1.81,LOW,w10,
es,precios gasolina en repsol,210,3.81,LOW,w10,
es,repsol precios gasolina hoy,210,2.15,LOW,w10,
es,ofertas repsol luz y gas,210,4.09,HIGH,w10,
es,oferta repsol luz y gas,210,4.09,HIGH,w10,
es,repsol precios combustible,210,1.51,LOW,w10,
es,histórico precio gasolina,210,0,LOW,w10,
es,calculadora gasolina diesel,210,0.88,LOW,w10,
es,precio gasolina mañana,210,0.07,LOW,w10,
es,calculadora diesel gasolina,210,0.88,LOW,w10,
es,previsión precio gasolina,210,0,LOW,w10,
es,subida gasolina hoy,210,0,LOW,w10,
es,precios gasolina historico,210,0,LOW,w10,
es,precio itv gasolina,210,0.71,MEDIUM,w10,
es,precio gasolina tarragona,210,0.23,LOW,w10,
es,precios gasolina cartagena,210,0.04,LOW,w10,
es,itv gasolina precio,210,0.71,MEDIUM,w10,
es,precio gasolina soria,210,0.01,LOW,w10,
es,historico precio gasolina,210,0,LOW,w10,
es,precio gasolina sube,210,0,LOW,w10,
es,precio gasolina fuenlabrada,210,0.08,LOW,w10,
es,precio peaje ap-7,210,0,LOW,w10,
es,ap 7 peaje precio,210,0,LOW,w10,
es,precio peaje ap-68,210,0,LOW,w10,
es,peaje ap 68 precio,210,0,LOW,w10,
es,peaje ap-68 precio,210,0,LOW,w10,
es,precio peaje ap 68,210,0,LOW,w10,
es,precio peaje ap7,210,0,LOW,w10,
es,precio peaje r3,210,0,LOW,w10,
es,peaje ap7 precio,210,0,LOW,w10,
es,precio peajes ap-7,210,0,LOW,w10,
es,precio peajes ap 7,210,0,LOW,w10,
es,peaje manresa,210,0,LOW,w10,
es,peaje coruña vigo,210,0,LOW,w10,
es,peaje barcelona,210,2.48,LOW,w10,
es,manifestación peaje huerna,210,0,,w10,
es,peaje coruña-vigo,210,0,LOW,w10,
es,peajes ap 68 precios,210,0,LOW,w10,
es,ap7 peajes precio,210,0,LOW,w10,
es,precio acciones visa,210,0.27,LOW,w10,
es,reclamacion vuelo cancelado,210,7.89,MEDIUM,w10,
es,reclamaciones a iberia,210,2.81,MEDIUM,w10,
es,consulta vuelo iberia,210,1.58,LOW,w10,
es,iberia esencial acceso,210,0,LOW,w10,
es,air france reclamaciones,210,2.34,LOW,w10,
es,retrasos iberia,210,1.34,MEDIUM,w10,
es,iberia quejas,210,2.09,MEDIUM,w10,
es,quejas iberia,210,2.09,MEDIUM,w10,
es,agencias de viaje iberia,210,0.62,MEDIUM,w10,
es,tesla usados,210,0.35,HIGH,w10,
es,tesla unit,210,0,LOW,w10,
es,tesla model s interior,210,0.36,LOW,w10,
es,precio tesla powerwall,210,0.92,HIGH,w10,
es,opiniones tesla model 3,210,0.51,MEDIUM,w10,
es,consumo tesla model 3,210,0.04,LOW,w10,
es,tesla tower,210,0,LOW,w10,
es,tesla cyberquad,210,0,LOW,w10,
es,tesla model 3 renting,210,0.86,HIGH,w10,
es,tesla model 3 autonomia real,210,0.42,LOW,w10,
es,tesla robinhood,210,0,LOW,w10,
es,tesla rv,210,0.09,LOW,w10,
es,b tesla,210,0,LOW,w10,
es,tesla personal,210,0,LOW,w10,
es,tesla hibrido,210,0.64,HIGH,w10,
es,fotos tesla,210,0.47,MEDIUM,w10,
es,model 4 tesla,210,0.02,LOW,w10,
es,tesla interior model x,210,0.15,LOW,w10,
es,cuánto cuesta un coche tesla,210,0.72,LOW,w10,
es,cuanto cuesta un coche tesla,210,0.72,LOW,w10,
es,cuanto cuesta cargar un tesla,210,0.21,LOW,w10,
es,cuánto cuesta cargar un tesla,210,0.09,LOW,w10,
es,ferry lanzarote cadiz,210,1.15,HIGH,w10,
es,ferry desde barcelona a grecia,210,0.75,MEDIUM,w10,
es,balearia ferry ibiza formentera horarios,210,3,LOW,w10,
es,almeria nador ferry precios,210,0.48,MEDIUM,w10,
es,estado del mar tenerife,210,0,LOW,w10,
es,ferry tenerife cadiz,210,0.7,HIGH,w10,
pt,aluguer de carrinhas caixa aberta,210,0.59,MEDIUM,w10,
pt,aluguer carros ponta delgada aeroporto,210,3.44,HIGH,w10,
pt,custo viagem carro,210,0,LOW,w10,
pt,aluguer de carros mensal,210,1.18,HIGH,w10,
pt,custos viagem carro,210,0,LOW,w10,
pt,locação de carro,210,1.52,MEDIUM,w10,
pt,alugar carro de 7 lugares,210,0.75,HIGH,w10,
pt,aluguer autocaravanas lisboa,210,0.74,MEDIUM,w10,
pt,camião grua aluguer,210,1.57,LOW,w10,
pt,aluguel ou aluguer,210,0,LOW,w10,
pt,vender carro online,210,3.13,HIGH,w10,
pt,emprego comunicação lisboa,210,0.04,LOW,w10,
pt,aluguer longa duração carros,210,1.45,HIGH,w10,
pt,aluguer de quartos,210,0.34,MEDIUM,w10,
pt,fidelidade seguro carro,210,1.38,MEDIUM,w10,
pt,seguro automóvel low cost,210,3.39,HIGH,w10,
pt,ginásio low cost,210,0.92,MEDIUM,w10,
pt,aluguer de contentores,210,1.73,MEDIUM,w10,
pt,aluguer ou aluguel,210,0,LOW,w10,
pt,aluguer de equipamentos,210,0.94,MEDIUM,w10,
pt,aluguer de furgão,210,1.03,HIGH,w10,
pt,aluguer de máquinas preços,210,1.34,LOW,w10,
pt,plataforma elevatória aluguer preço,210,1.46,MEDIUM,w10,
pt,poluição ambiental,210,0,LOW,w10,
pt,workshop cozinha lisboa,210,0.52,MEDIUM,w10,
