country,keyword,search_volume,cpc,competition,competition_level,source,monthly_searches,difficulty
pt,vencedor eurovisão 2025,2400,0,0,LOW,expansion,0,
pt,copa do brásil 2025,2400,0,0,LOW,expansion,0,
pt,fuso horário portugal,2400,0,0,LOW,expansion,0,
pt,boletim de voto legislativas 2025,2400,0,0,LOW,expansion,0,
pt,datas exames nacionais 2026,2400,3.09,0,LOW,expansion,0,
pt,bom ano 2026,2400,0,0,LOW,expansion,0,
pt,mudança hora 2026,2400,0.02,0.01,LOW,expansion,0,
pt,votos autárquicas 2025,2400,0,0,LOW,expansion,0,
pt,restaurantes: setúbal,2400,0.24,0.18,LOW,expansion,0,
pt,exames 9 ano 2025,2400,1.25,0,LOW,expansion,0,
pt,hóquei no gelo nos jogos olímpicos de inverno de 2026,2400,0,0,LOW,expansion,0,
pt,cruzeiros 2026,2400,0.92,0.71,HIGH,expansion,0,
pt,restaurante setúbal,2400,0.24,0.18,LOW,expansion,0,
pt,horário em portugal,2400,0,0,LOW,expansion,0,
pt,tolerância de ponto páscoa 2025,2400,0,0,LOW,expansion,0,
pt,horário das missas,2400,0,0,LOW,expansion,0,
es,terminal t2 departures,2400,0,0.03,LOW,expansion,0,
es,aeropuerto dublin,2400,1.76,0.04,LOW,expansion,0,
es,parking barcelona port,2400,0.66,0.12,LOW,expansion,0,
es,terminal 1 aeropuerto barcelona,2400,1.1,0.01,LOW,expansion,0,
es,aeropuerto de manchester,2400,5.77,0.03,LOW,expansion,0,
es,terminal 2 aeropuerto barcelona,2400,0.09,0.08,LOW,expansion,0,
es,aena parking barcelona t2,2400,0.3,0.51,MEDIUM,expansion,0,
es,parking aeropuerto palma,2400,0.31,0.56,MEDIUM,expansion,0,
es,crowne plaza madrid airport,2400,0.88,0.51,MEDIUM,expansion,0,
es,aeropuerto alicante duty free,2400,0.04,0.15,LOW,expansion,0,
es,aeropuerto el prat terminal 1,2400,0.14,0.07,LOW,expansion,0,
es,madrid airport suites,2400,1.52,0.49,MEDIUM,expansion,0,
es,aeropuerto internacional de kansai,2400,0,0.01,LOW,expansion,0,
es,travelodge valencia aeropuerto,2400,0.95,0.65,MEDIUM,expansion,0,
es,aeropuerto de,2400,0.48,0.01,LOW,expansion,0,
pt,flow porto,2400,0.52,0.16,LOW,expansion,0,
pt,hora de aventura,2400,0,0,LOW,expansion,0,
pt,presidente coreia norte,2400,0,0,LOW,expansion,0,
pt,faculdade de engenharia da universidade do porto,2400,1.71,0.03,LOW,expansion,0,
pt,distrito porto,2400,0,0,LOW,expansion,0,
pt,o jogo porto,2400,0,0,LOW,expansion,0,
pt,hoquei patins direto,2400,0,0,LOW,expansion,0,
pt,gafanha da boa hora,2400,0,0.01,LOW,expansion,0,
pt,rumores fc porto,2400,0,0,LOW,expansion,0,
pt,hora minutos e segundos,2400,0,0,LOW,expansion,0,
pt,banca de jornais sapo,2400,0,0,LOW,expansion,0,
pt,acidente na a 4,2400,0,0,LOW,expansion,0,
pt,restaurante estrela do norte,2400,0,0,LOW,expansion,0,
pt,muralha primitiva do porto,2400,0.14,0.03,LOW,expansion,0,
pt,tram restaurant porto,2400,0.04,0.02,LOW,expansion,0,
pt,diocese do porto,2400,0,0.01,LOW,expansion,0,
pt,rua capitães de abril,2400,0.16,0.03,LOW,expansion,0,
pt,porto recreio santa cruz,2400,0.32,0.01,LOW,expansion,0,
pt,rtp madeira direto,2400,0,0,LOW,expansion,0,
pt,temple porto,2400,0.3,0.04,LOW,expansion,0,
pt,cabeleireiro porto,2400,0.44,0.18,LOW,expansion,0,
pt,brasil notícias,2400,0.79,0.01,LOW,expansion,0,
pt,continente rio sul,2400,0.14,0.01,LOW,expansion,0,
pt,eventos porto,2400,0.84,0.17,LOW,expansion,0,
pt,fig na hora,2400,0,0,LOW,expansion,0,
pt,hóquei em patins em direto,2400,0,0,LOW,expansion,0,
pt,benfica direto,2400,1.14,0.02,LOW,expansion,0,
pt,hotel são martinho do porto,2400,0.33,0.97,HIGH,expansion,0,
pt,hora madeira,2400,0,0,LOW,expansion,0,
pt,escalações de futebol clube do porto x moreirense,2400,0,0,LOW,expansion,0,
pt,acidente ponte 25 abril,2400,0,0,LOW,expansion,0,
pt,restaurante ponte do freixo,2400,1.11,0.02,LOW,expansion,0,
pt,alojamento porto,2400,1.23,0.83,HIGH,expansion,0,
pt,palácio da justiça porto,2400,0.03,0.07,LOW,expansion,0,
pt,guerra rússia-ucrânia: últimas notícias,2400,1.47,0.01,LOW,expansion,0,
pt,ponte 25 de abril fechada,2400,0,0,LOW,expansion,0,
pt,conga porto,2400,0.05,0.03,LOW,expansion,0,
pt,rio grande do norte,2400,0.35,0.01,LOW,expansion,0,
pt,figueira na hora,2400,0,0,LOW,expansion,0,
pt,universidade do porto faculdade de medicina dentária,2400,0.16,0.04,LOW,expansion,0,
pt,hóquei em patins direto,2400,0,0,LOW,expansion,0,
pt,casa pia x futebol clube do porto minuto a minuto,2400,0,0,LOW,expansion,0,
pt,presidente coreia do norte,2400,0,0,LOW,expansion,0,
pt,serralves porto,2400,0.43,0.43,MEDIUM,expansion,0,
pt,ponte do freixo restaurante,2400,1.11,0.02,LOW,expansion,0,
pt,acidente a25,2400,0,0,LOW,expansion,0,
pt,camping porto covo,2400,0.64,0.22,LOW,expansion,0,
pt,últimas notícias correio da manhã,2400,0,0,LOW,expansion,0,
pt,últimas notícias benfica transferências,2400,0,0,LOW,expansion,0,
pt,clube de tenis do porto,2400,0.07,0.05,LOW,expansion,0,
pt,baixa do porto,2400,0.7,0.16,LOW,expansion,0,
pt,ponte nova mg,2400,0,0.01,LOW,expansion,0,
pt,sapo capas desporto,2400,0,0,LOW,expansion,0,
pt,hospital veterinário porto,2400,1.47,0.27,LOW,expansion,0,
pt,ponte de lima hoteis,2400,0.37,1,HIGH,expansion,0,
pt,retro city porto,2400,0.19,0.04,LOW,expansion,0,
pt,motel margem sul,2400,0.33,0.53,MEDIUM,expansion,0,
pt,voo porto londres,2400,0.56,0.65,MEDIUM,expansion,0,
pt,fc porto rumores,2400,0,0,LOW,expansion,0,
pt,acidente porto,2400,0,0,LOW,expansion,0,
pt,hora da madeira,2400,0,0,LOW,expansion,0,
pt,notícias record,2400,0,0,LOW,expansion,0,
pt,porto galinhas,2400,0.47,0.3,LOW,expansion,0,
pt,santuário de fátima em direto,2400,0,0,LOW,expansion,0,
pt,presidentes da coreia do norte,2400,0,0,LOW,expansion,0,
pt,foz porto,2400,0.53,0.04,LOW,expansion,0,
pt,porto b oliveirense,2400,0,0,LOW,expansion,0,
es,camping la marina alicante,2400,0.68,0.56,MEDIUM,expansion,0,
es,parasailing alicante,2400,1.21,0.29,LOW,expansion,0,
es,boat rental ibiza,2400,5,0.15,LOW,expansion,0,
es,ocean club ibiza,2400,2.15,0.05,LOW,expansion,0,
pt,loja do cidadão viseu,2400,0,0,LOW,expansion,0,
pt,intermarché pinhal novo,2400,2.75,0.04,LOW,expansion,0,
pt,promoções intermarché,2400,0.23,0.28,LOW,expansion,0,
pt,intermarché vila real,2400,1.36,0.03,LOW,expansion,0,
pt,arrendamento leiria,2400,0.05,0.3,LOW,expansion,0,
es,banco bilbao vizcaya telefono atencion al cliente,2400,0,0,LOW,expansion,0,
es,traductor español e ingles,2400,0.46,0.02,LOW,expansion,0,
es,correos seguimiento de envios,2400,0.8,0,LOW,expansion,0,
es,conectores en español,2400,0,0,LOW,expansion,0,
es,traduccion español italiano,2400,0.53,0.06,LOW,expansion,0,
es,descargar informe vida laboral,2400,0.6,0.03,LOW,expansion,0,
es,foro general de seguimiento,2400,0,0,LOW,expansion,0,
es,r3: horarios,2400,0,0,LOW,expansion,0,
es,noticias algeciras,2400,0,0,LOW,expansion,0,
es,emtusa líneas y horarios,2400,0,0,LOW,expansion,0,
es,noticias leganes,2400,0,0,LOW,expansion,0,
es,ugt justicia valencia,2400,0,0,LOW,expansion,0,
es,universidad europea valencia,2400,1.6,0.35,MEDIUM,expansion,0,
es,abogados valencia,2400,4.27,0.23,LOW,expansion,0,
es,autoescuela valencia,2400,0.57,0.26,LOW,expansion,0,
es,carpeta ciudadana ayuntamiento valencia,2400,0,0,LOW,expansion,0,
es,noticias acciona,2400,1.13,0.01,LOW,expansion,0,
es,noticias tudela,2400,0,0,LOW,expansion,0,
es,buenas noticias,2400,0,0,LOW,expansion,0,
es,corte inglés noticias,2400,0,0,LOW,expansion,0,
es,plano cercanías,2400,0,0,LOW,expansion,0,
es,horarios 108,2400,0,0,LOW,expansion,0,
es,lec horarios,2400,0,0,LOW,expansion,0,
es,noticias linares,2400,0,0,LOW,expansion,0,
es,noticias en algeciras,2400,0,0,LOW,expansion,0,
es,noticias andalucía,2400,0,0,LOW,expansion,0,
es,noticias en linares,2400,0,0,LOW,expansion,0,
es,noticias de iran,2400,0.02,0,LOW,expansion,0,
es,noticias vaticano,2400,0,0,LOW,expansion,0,
es,noticias sánchez,2400,0,0,LOW,expansion,0,
es,leganes noticias,2400,0,0,LOW,expansion,0,
es,noticias eitb,2400,0,0,LOW,expansion,0,
es,plana horarios,2400,0.1,0,LOW,expansion,0,
es,conselleria educacion valencia,2400,8.71,0.02,LOW,expansion,0,
es,tranvía horarios,2400,0,0,LOW,expansion,0,
es,carnet joven renfe,2400,0.55,0.01,LOW,expansion,0,
es,carpeta ciudadana valencia,2400,0,0,LOW,expansion,0,
es,finestrelles horarios,2400,0,0,LOW,expansion,0,
es,linares noticias,2400,0,0,LOW,expansion,0,
es,noticias buenas,2400,0,0,LOW,expansion,0,
es,noticias de plasencia,2400,0,0,LOW,expansion,0,
es,centro de idiomas de la universidad de valencia,2400,1.19,0.07,LOW,expansion,0,
es,repsol noticias,2400,0.16,0.01,LOW,expansion,0,
pt,melhor crédito pessoal deco,2400,1.67,0.75,HIGH,expansion,0,
pt,concorrentes 1 companhia,2400,0,0,LOW,expansion,0,
pt,1 companhia ao minuto,2400,0,0,LOW,expansion,0,
es,sala barco,2400,0.17,0.04,LOW,expansion,0,
es,marea algeciras,2400,0,0,LOW,expansion,0,
es,pisos alquiler toledo capital,2400,0.13,0.03,LOW,affiliate,0,
es,parking general aeropuerto de málaga-costa del sol,2400,0.6,0.08,LOW,affiliate,0,
es,alquiler piso molina de segura,2400,0.3,0.05,LOW,affiliate,0,
es,coches km 0 madrid,2400,0.69,1,HIGH,affiliate,0,
es,pasteleria mallorca alberto alcocer,2400,0.17,0.08,LOW,affiliate,0,
es,alquiler de pisos valladolid,2400,0.3,0.1,LOW,affiliate,0,
es,alquiler piso en estepona,2400,0.58,0.13,LOW,affiliate,0,
es,alquiler jerez de la frontera,2400,0.71,0.22,LOW,affiliate,0,
es,parking aeropuerto barcelona t2,2400,0.97,0.71,HIGH,affiliate,0,
es,gimnasios palma,2400,0.75,0.23,LOW,affiliate,0,
es,alquiler piso torrevieja,2400,0.52,0.19,LOW,affiliate,0,
es,pisos alquiler cornella,2400,0.77,0.07,LOW,affiliate,0,
es,alquiler chiclana,2400,0.75,0.28,LOW,affiliate,0,
es,opiniones de restaurante jin gu,2400,0,0,LOW,affiliate,0,
es,trabajos en palma de mallorca,2400,0.33,0.39,MEDIUM,affiliate,0,
es,pisos alquiler vallecas,2400,0.51,0.08,LOW,affiliate,0,
es,avis alquiler de coches madrid,2400,1.29,0.07,LOW,affiliate,0,
es,aeropuerto barajas t4 barajas 28042 madrid,2400,0.26,0.07,LOW,affiliate,0,
es,hoteles todo incluido chiclana,2400,0.76,0.94,HIGH,affiliate,0,
es,coche de alquiler aeropuerto de gran canaria,2400,3.99,0.72,HIGH,affiliate,0,
es,sixt madrid atocha estación,2400,1.41,0.07,LOW,affiliate,0,
es,parking aeropuerto t4 madrid,2400,1.08,0.68,HIGH,affiliate,0,
es,opiniones de fabiola muñoz salon hair & makeup,2400,0.24,0,LOW,affiliate,0,
es,pisos de alquiler en malaga,2400,0.48,0.22,LOW,affiliate,0,
es,aparcamiento aeropuerto malaga,2400,1.39,0.69,HIGH,affiliate,0,
es,vuelo barato fuerteventura,2400,0.66,0.77,HIGH,affiliate,0,
es,alquiler ciudad real,2400,0.17,0.04,LOW,affiliate,0,
es,alquiler en santa cruz de tenerife,2400,0.21,0.1,LOW,affiliate,0,
es,idealista valladolid alquiler,2400,0.37,0.01,LOW,affiliate,0,
es,mil anuncios mallorca,2400,0.21,0.02,LOW,affiliate,0,
es,hotel barato a coruña,2400,1,0.71,HIGH,affiliate,0,
es,pisos alquiler alcazar de san juan,2400,1.72,0.05,LOW,affiliate,0,
es,mobility centro isla de java concesionario mercedes benz itra,2400,1.2,0.13,LOW,affiliate,0,
es,the wine side restaurante de producto en palma de mallorca,2400,0.14,0.03,LOW,affiliate,0,
es,tren barato malaga madrid,2400,0.82,0.68,HIGH,affiliate,0,
es,opiniones de el ruta 6,2400,0,0,LOW,affiliate,0,
es,parking aeropuerto madrid t4,2400,1.08,0.68,HIGH,affiliate,0,
es,alquiler pisos san vicente del raspeig,2400,0.49,0.08,LOW,affiliate,0,
es,alquiler de coches gran canaria aeropuerto,2400,3.99,0.72,HIGH,affiliate,0,
es,avis alquiler de coches en madrid,2400,0.56,0.07,LOW,affiliate,0,
es,pastelería mallorca aviador zorita,2400,0.38,0.06,LOW,affiliate,0,
es,alquiler navalcarnero,2400,2.09,0.1,LOW,affiliate,0,
es,alquiler pisos talavera,2400,0.22,0.04,LOW,affiliate,0,
es,autobus aeropuerto sevilla,2400,0.65,0.05,LOW,affiliate,0,
es,parking general aeropuerto de málaga costa del sol,2400,0.35,0.08,LOW,affiliate,0,
es,mercedes-benz valencia valdisa massanassa coches nuevos km0 y ocasión,2400,0.89,0.08,LOW,affiliate,0,
es,pisos alquiler calatayud,2400,1.44,0.04,LOW,affiliate,0,
es,pisos de alquiler en alicante,2400,0.29,0.22,LOW,affiliate,0,
es,pastelería mallorca alberto alcocer,2400,0.17,0.08,LOW,affiliate,0,
es,alquiler casa cartagena,2400,0.18,0.12,LOW,affiliate,0,
es,alquiler santa cruz de tenerife,2400,0.21,0.1,LOW,affiliate,0,
es,outlet aeropuerto sevilla,2400,0.58,0.09,LOW,affiliate,0,
es,pisos de alquiler en molins de rei,2400,1.31,0.09,LOW,affiliate,0,
es,hoteles en gandia todo incluido,2400,0.54,0.57,MEDIUM,affiliate,0,
es,alquiler habitacion palma,2400,0.75,0.11,LOW,affiliate,0,
es,aparcamiento aeropuerto madrid,2400,1.64,0.72,HIGH,affiliate,0,
es,certificado empadronamiento palma,2400,0,0,LOW,affiliate,0,
es,coche alquiler madrid,2400,2.39,0.8,HIGH,affiliate,0,
es,pisos alquiler talavera,2400,0.22,0.04,LOW,affiliate,0,
es,viajes todo incluido 2x1,2400,0.46,0.63,MEDIUM,affiliate,0,
es,alquiler de furgonetas sevilla,2400,1.55,0.7,HIGH,affiliate,0,
es,alquiler coche aeropuerto bilbao,2400,4.09,0.77,HIGH,affiliate,0,
es,alquiler camper madrid,2400,1.04,0.72,HIGH,affiliate,0,
es,piso alquiler estepona,2400,0.58,0.13,LOW,affiliate,0,
es,hoteles en mojacar todo incluido,2400,0.61,0.66,MEDIUM,affiliate,0,
es,alquiler de coches fuerteventura,2400,2.64,0.78,HIGH,affiliate,0,
es,piso alquiler vallecas,2400,0.51,0.08,LOW,affiliate,0,
es,mobility-centro isla de java concesionario mercedes-benz itra,2400,1.2,0.13,LOW,affiliate,0,
es,cargador eléctrico coche cerca de mi,2400,0.61,0.1,LOW,affiliate,0,
es,idealista alquiler valladolid,2400,0.37,0.01,LOW,affiliate,0,
es,mercedes benz valencia valdisa massanassa coches nuevos km0 y ocasión,2400,0.89,0.08,LOW,affiliate,0,
es,pisos en alquiler en san vicente del raspeig,2400,0.49,0.08,LOW,affiliate,0,
es,coche alquiler tenerife,2400,2.98,0.81,HIGH,affiliate,0,
es,aeropuerto t4 salidas,2400,0.03,0.12,LOW,affiliate,0,
es,salidas aeropuerto sevilla,2400,0.26,0.01,LOW,affiliate,0,
es,hoteles todo incluido en mojacar,2400,0.61,0.66,MEDIUM,affiliate,0,
es,opiniones trade republic,2400,0.2,0.28,LOW,affiliate,0,
es,mobility centro isla de java concesionario mercedes-benz itra,2400,1.2,0.13,LOW,affiliate,0,
es,alquiler pisos la laguna,2400,0.27,0.07,LOW,affiliate,0,
es,hotel cerca aeropuerto madrid,2400,1.84,0.81,HIGH,affiliate,0,
es,aparcamiento santa cruz de la palma,2400,0.07,0.04,LOW,affiliate,0,
es,pisos en venta en palma de mallorca,2400,0.16,0.57,MEDIUM,affiliate,0,
es,go fit ciudad real,2400,1.9,0.07,LOW,affiliate,0,
es,alquiler coche aeropuerto madrid,2400,3.53,0.79,HIGH,affiliate,0,
es,112 twitter canarias,2400,0,0,LOW,affiliate,0,
es,sucesos canarias,2400,0,0,LOW,affiliate,0,
es,unicaja cb canarias,2400,0,0,LOW,affiliate,0,
es,ferry ibiza valencia,2400,1.26,0.69,HIGH,affiliate,0,
es,canarias-semanal,2400,0,0,LOW,affiliate,0,
es,todo incluido canarias,2400,0.9,0.76,HIGH,affiliate,0,
es,ayuntamiento de las palmas de gran canarias,2400,0,0,LOW,affiliate,0,
es,restaurante liagora canarias,2400,0.07,0.01,LOW,affiliate,0,
es,borrasca emilia canarias,2400,0,0,LOW,affiliate,0,
es,zara islas canarias,2400,0.43,0.26,LOW,affiliate,0,
es,hotel barato peñiscola,2400,0.85,0.64,MEDIUM,affiliate,0,
es,la palma canarias,2400,1.08,0.09,LOW,affiliate,0,
es,twitter 112 canarias,2400,0,0,LOW,affiliate,0,
es,borrasca nuria canarias,2400,0,0,LOW,affiliate,0,
es,ferry ibiza barcelona,2400,1.37,0.67,HIGH,affiliate,0,
es,ferry almeria melilla,2400,0.63,0.64,MEDIUM,affiliate,0,
es,nombre islas canarias,2400,0,0,LOW,affiliate,0,
es,provincias en canarias,2400,0,0,LOW,affiliate,0,
es,islas canarias fuerteventura,2400,0.64,0.08,LOW,affiliate,0,
es,gran canarias isla,2400,0.61,0.07,LOW,affiliate,0,
es,music store canarias,2400,0.41,0.63,MEDIUM,affiliate,0,
es,tributos gobierno de canarias,2400,0,0,LOW,affiliate,0,
es,decimas canarias,2400,0.05,0.95,HIGH,affiliate,0,
es,hotel peñiscola barato,2400,0.85,0.64,MEDIUM,affiliate,0,
es,gobierno de canarias tributos,2400,0,0,LOW,affiliate,0,
es,las palmas de gran canarias codigo postal,2400,0,0,LOW,affiliate,0,
es,hotel todo incluido canarias,2400,1.27,0.98,HIGH,affiliate,0,
es,viaje a canarias todo incluido,2400,0.87,0.78,HIGH,affiliate,0,
es,ferry mallorca valencia,2400,1.16,0.74,HIGH,affiliate,0,
es,ofertas spar,2400,0.04,0.01,LOW,affiliate,0,
es,comprar billete ave renfe,2400,0.63,0.24,LOW,affiliate,0,
es,horarios festivos mercadona,2400,0,0,LOW,affiliate,0,
es,https finanzasdomesticas com china principal potencia mundial 2028,2400,0,0,LOW,affiliate,0,
es,euros simbolo teclado,2400,0,0,LOW,affiliate,0,
es,horarios mercadona festivos,2400,0,0,LOW,affiliate,0,
es,ofertas lowi,2400,1.94,0.65,MEDIUM,affiliate,0,
es,destacados com,2400,0,0,LOW,affiliate,0,
es,catalogo ofertas carrefour,2400,0.18,0.11,LOW,affiliate,0,
es,calcular irpf 2025 aeat,2400,0,0,LOW,affiliate,0,
es,marca com es,2400,2.68,0,LOW,affiliate,0,
es,mercadona horarios festivos,2400,0,0,LOW,affiliate,0,
es,ofertas de empleo lugo,2400,0.2,0.11,LOW,affiliate,0,
es,pesa net horarios,2400,0,0,LOW,affiliate,0,
es,ofertas port aventura hotel entradas,2400,0.79,0.76,HIGH,affiliate,0,
es,ofertas froiz,2400,0.04,0.01,LOW,affiliate,0,
es,ofertas telefonia,2400,3.82,0.94,HIGH,affiliate,0,
es,ofertas de lidl,2400,0.3,0.98,HIGH,affiliate,0,
es,soib ofertas,2400,2.28,0.01,LOW,affiliate,0,
es,mercadona pedido online,2400,1.67,0.14,LOW,affiliate,0,
es,cicar alquiler coches,2400,0.82,0.64,MEDIUM,affiliate,0,
es,renting coche electrico,2400,1.03,0.73,HIGH,affiliate,0,
es,alquiler coche albania,2400,1.71,0.7,HIGH,affiliate,0,
es,autoescuelas oviedo,2400,0.28,0.05,LOW,affiliate,0,
es,carnet a1 moto,2400,0.74,0.22,LOW,affiliate,0,
es,coche bmw,2400,0.29,0.63,MEDIUM,affiliate,0,
es,audi center zaragoza,2400,0.54,0.5,MEDIUM,affiliate,0,
es,coches renting la caixa,2400,0.85,0.61,MEDIUM,affiliate,0,
es,coches de segunda mano en asturias,2400,0.29,0.98,HIGH,affiliate,0,
es,coches de segunda mano en murcia,2400,0.42,0.98,HIGH,affiliate,0,
es,alquiler coche almeria,2400,1.52,0.76,HIGH,affiliate,0,
es,alquiler coche valladolid,2400,1.87,0.68,HIGH,affiliate,0,
es,mercedes-benz concesur madrid,2400,0.97,0.11,LOW,affiliate,0,
es,karting alicante,2400,0.41,0.22,LOW,affiliate,0,
es,carnet moto a2,2400,0.69,0.57,MEDIUM,affiliate,0,
es,moto bmw segunda mano,2400,0.21,0.27,LOW,affiliate,0,
es,autoescuela zaragoza,2400,0.88,0.33,LOW,affiliate,0,
es,moto electrica enduro,2400,0.15,0.77,HIGH,affiliate,0,
es,coche alquiler menorca,2400,2.64,0.77,HIGH,affiliate,0,
es,cicar alquiler coche,2400,0.82,0.64,MEDIUM,affiliate,0,
es,camper alquiler,2400,0.73,0.66,MEDIUM,affiliate,0,
es,santander renting coches,2400,1.33,0.63,MEDIUM,affiliate,0,
es,sidecar moto,2400,0.06,0.11,LOW,affiliate,0,
pt,parque de estacionamento do palácio da justiça,2400,0.11,0.06,LOW,affiliate,0,
pt,estacionamento saba marquês de pombal,2400,0,0.02,LOW,affiliate,0,
es,coches de rally,2400,0.14,0.06,LOW,affiliate,0,
es,fusibles coche,2400,0.22,1,HIGH,affiliate,0,
es,coches descapotables,2400,0.41,0.77,HIGH,affiliate,0,
es,marcas de coches mas fiables,2400,0.72,0.1,LOW,affiliate,0,
es,rover coche,2400,2.06,0.08,LOW,affiliate,0,
es,aspirador coche,2400,0.28,1,HIGH,affiliate,0,
es,coches segunda mano pontevedra,2400,0.24,0.93,HIGH,affiliate,0,
es,coche antiguo,2400,0.08,0.05,LOW,affiliate,0,
es,audi electrico,2400,0.58,0.85,HIGH,affiliate,0,
es,simulador seguro coche,2400,8.03,0.8,HIGH,affiliate,0,
es,a que coche corresponde esta matrícula,2400,0.56,0.27,LOW,affiliate,0,
es,goldcar barcelona,2400,1.1,0.23,LOW,affiliate,0,
es,coches subaru,2400,0.43,0.51,MEDIUM,affiliate,0,
es,salon del automovil barcelona,2400,1.36,0.01,LOW,affiliate,0,
es,importacion coches alemania,2400,0.7,0.85,HIGH,affiliate,0,
es,coches cars,2400,0.15,0.92,HIGH,affiliate,0,
es,coches segunda mano albacete,2400,0.42,0.94,HIGH,affiliate,0,
es,tiguan coche,2400,0.36,0.95,HIGH,affiliate,0,
es,coche ferrari,2400,0.14,0.18,LOW,affiliate,0,
es,coches ford,2400,0.72,0.83,HIGH,affiliate,0,
es,punto recarga coche electrico,2400,1.81,0.25,LOW,affiliate,0,
es,jeep avenger electrico,2400,1.2,0.92,HIGH,affiliate,0,
es,coches de segunda mano malaga,2400,0.63,1,HIGH,affiliate,0,
es,ibiza coche,2400,1.4,0.84,HIGH,affiliate,0,
es,coches segunda mano en lugo,2400,0.3,0.95,HIGH,affiliate,0,
es,cargador electrico coche cerca de mi,2400,0.61,0.1,LOW,affiliate,0,
es,luna del coche,2400,6.81,0.22,LOW,affiliate,0,
es,el coche más rapido del mundo,2400,0,0,LOW,affiliate,0,
es,porsche electrico,2400,0.3,0.92,HIGH,affiliate,0,
es,coche rc gasolina,2400,0.15,1,HIGH,affiliate,0,
es,test de coche,2400,0.06,0.18,LOW,affiliate,0,
es,coche electrico segunda mano,2400,0.48,1,HIGH,affiliate,0,
es,liberty seguros coche,2400,3.52,0.6,MEDIUM,affiliate,0,
es,go karting finestrat,2400,0.49,0.26,LOW,affiliate,0,
es,coches scalextric,2400,0.12,0.99,HIGH,affiliate,0,
es,ktm coche,2400,0.03,0,LOW,affiliate,0,
es,mercedes cla electrico,2400,0.74,0.89,HIGH,affiliate,0,
es,coches segunda mano castellon,2400,0.59,0.97,HIGH,affiliate,0,
es,monociclo electrico,2400,0.16,0.99,HIGH,affiliate,0,
es,dodge coche,2400,0.28,0.2,LOW,affiliate,0,
es,cargar coche electrico,2400,0.81,0.36,MEDIUM,affiliate,0,
es,coche rayo mcqueen,2400,0.12,0.96,HIGH,affiliate,0,
es,el coche mas rapido del mundo,2400,0,0,LOW,affiliate,0,
es,mutua seguro coche,2400,2.16,0.62,MEDIUM,affiliate,0,
es,matricula coche hoy,2400,0.86,0.01,LOW,affiliate,0,
es,coches segunda mano gran canaria,2400,0.35,0.94,HIGH,affiliate,0,
es,coche f1,2400,0.22,0.25,LOW,affiliate,0,
es,coches glp,2400,0.52,0.79,HIGH,affiliate,0,
es,coche historico,2400,0.29,0.06,LOW,affiliate,0,
es,coche electrico chino,2400,0.67,0.93,HIGH,affiliate,0,
es,remolque coche,2400,0.11,1,HIGH,affiliate,0,
es,europcar telefono,2400,2.57,0.12,LOW,affiliate,0,
es,epc coche,2400,0.04,0.06,LOW,affiliate,0,
es,teléfono axa seguros coche,2400,1.58,0.1,LOW,affiliate,0,
es,coches citroen,2400,0.92,0.95,HIGH,affiliate,0,
es,clicar coches,2400,0.56,1,HIGH,affiliate,0,
es,bbva prestamo coche,2400,2.34,0.14,LOW,affiliate,0,
es,marcas de coches de lujo,2400,0.73,0.16,LOW,affiliate,0,
es,silentblock coche,2400,0.14,0.68,HIGH,affiliate,0,
es,logo coche,2400,0.04,0.16,LOW,affiliate,0,
es,nissan micra electrico,2400,0.99,0.41,MEDIUM,affiliate,0,
es,coche sedan,2400,0.94,0.44,MEDIUM,affiliate,0,
es,coche regreso al futuro,2400,0.12,0.79,HIGH,affiliate,0,
es,caser seguro coche,2400,1.15,0.51,MEDIUM,affiliate,0,
es,coches segunda mano leon,2400,0.23,0.91,HIGH,affiliate,0,
es,cargador coche,2400,1.12,0.89,HIGH,affiliate,0,
es,cargador vehiculo electrico,2400,1.18,0.59,MEDIUM,affiliate,0,
es,reale seguros coche,2400,2.15,0.6,MEDIUM,affiliate,0,
es,coches ebro opiniones,2400,0.44,0.34,MEDIUM,affiliate,0,
es,coches segunda mano cadiz,2400,0.52,0.98,HIGH,affiliate,0,
es,coche policia,2400,0.09,0.64,MEDIUM,affiliate,0,
es,logos coches,2400,0.02,0.15,LOW,affiliate,0,
es,clicars coches,2400,0.56,1,HIGH,affiliate,0,
es,coches segunda mano wallapop,2400,0.19,0.87,HIGH,affiliate,0,
es,volvo coches,2400,0.48,0.77,HIGH,affiliate,0,
es,coches.net barcelona,2400,0.7,0.95,HIGH,affiliate,0,
es,berlina coche,2400,0.79,0.41,MEDIUM,affiliate,0,
es,verti seguro coche,2400,1.67,0.51,MEDIUM,affiliate,0,
es,juego de mesa oferta,2400,0.13,1,HIGH,affiliate,0,
es,ofertas amazon prime day,2400,0.15,0.18,LOW,affiliate,0,
es,sofá en oferta,2400,0.5,1,HIGH,affiliate,0,
es,solicitar factura vueling,2400,0,0,LOW,affiliate,0,
es,https finanzasdomesticas com electricidad en europa,2400,0,0,LOW,affiliate,0,
es,ofertas limite corte ingles,2400,0.1,0.98,HIGH,affiliate,0,
es,prestamo 3000 euros,2400,3.86,0.73,HIGH,affiliate,0,
es,cuponazo 2 de mayo 2025,2400,0,0,LOW,affiliate,0,
es,tarjeta de embarque ryanair,2400,0,0,LOW,affiliate,0,
es,ofertas fin de semana,2400,0.38,0.91,HIGH,affiliate,0,
